beneficiary_id,account_id,beneficiary_name,beneficiary_account_number,beneficiary_bank,beneficiary_ifsc,relationship_to_account_holder,date_added,is_first_time_beneficiary,is_verified,beneficiary_risk_flag,total_transfers_to_date,evidence_status
BEN-4TZ6GB,ACC-5JN7BS0,Neel Murty,ACC-TR5GOIT,Punjab National Bank,CNRB0978505,FRIEND,2025-10-19,FALSE,TRUE,NONE,2,AVAILABLE
BEN-PO2YI6,ACC-5LSCATG,Christopher Chanda,ACC-21YEFI7,IDFC FIRST Bank,IDFB0426360,FAMILY,2024-05-02,FALSE,TRUE,NONE,1,AVAILABLE
BEN-N4IBKD,ACC-5LSCATG,Ladli Sunder,ACC-12310X5,Yes Bank,KOTAK0551839,FAMILY,2024-08-08,FALSE,TRUE,NONE,3,AVAILABLE
BEN-H9DJRI,ACC-5LSCATG,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2024-09-29,FALSE,TRUE,NONE,1,AVAILABLE
BEN-0WGCJA,ACC-5LSCATG,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2024-10-12,FALSE,TRUE,NONE,1,AVAILABLE
BEN-I3NBJR,ACC-5LSCATG,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2025-06-24,FALSE,TRUE,NONE,2,AVAILABLE
BEN-LV6ED4,ACC-5LSCATG,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-08-03,FALSE,TRUE,NONE,1,AVAILABLE
BEN-1NC8JM,ACC-5LSCATG,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2025-08-25,FALSE,TRUE,NONE,1,AVAILABLE
BEN-9NK80B,ACC-5R5L6RZ,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2024-03-24,FALSE,TRUE,NONE,1,AVAILABLE
BEN-BO1SC7,ACC-5R5L6RZ,Rajata Morar,ACC-9EC6G61,ICICI Bank,IDFB0415405,FAMILY,2024-08-01,FALSE,TRUE,NONE,2,AVAILABLE
BEN-0WDHKV,ACC-5R5L6RZ,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2024-08-03,FALSE,TRUE,NONE,1,AVAILABLE
BEN-CE03ND,ACC-5R5L6RZ,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-10-22,FALSE,TRUE,NONE,2,AVAILABLE
BEN-RPLWJ4,ACC-5R5L6RZ,Lakshit More,ACC-DY1MSMZ,Union Bank of India,ICIC0287936,FRIEND,2025-02-23,FALSE,TRUE,NONE,4,AVAILABLE
BEN-1HB3N7,ACC-5R5L6RZ,Janaki Babu,ACC-D7CEDA0,ICICI Bank,HDFC0965457,FRIEND,2025-04-13,FALSE,TRUE,NONE,1,AVAILABLE
BEN-Y6NS7D,ACC-5R5L6RZ,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2025-04-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-DR7TXA,ACC-5R5L6RZ,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-08-07,FALSE,TRUE,NONE,1,AVAILABLE
BEN-PC6RMS,ACC-5R5L6RZ,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-08-17,FALSE,TRUE,NONE,2,AVAILABLE
BEN-EVZ5YA,ACC-5ZTKB9Z,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2024-06-04,FALSE,TRUE,NONE,1,AVAILABLE
BEN-4T60CC,ACC-5ZTKB9Z,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-06-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-W5SNCQ,ACC-5ZTKB9Z,George Sanghvi,ACC-6O9YZPF,Kotak Mahindra Bank,BARB0214738,FRIEND,2024-07-05,FALSE,TRUE,NONE,5,AVAILABLE
BEN-X1QVR5,ACC-5ZTKB9Z,Warda Chanda,EXT-AD7Y9SQ,HDFC Bank,YESB0530071,UNKNOWN,2024-08-03,FALSE,TRUE,NONE,1,AVAILABLE
BEN-0DJA6V,ACC-5ZTKB9Z,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2024-10-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-LZ3847,ACC-5ZTKB9Z,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-10-29,FALSE,TRUE,NONE,2,AVAILABLE
BEN-TXIVO9,ACC-5ZTKB9Z,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-04-04,FALSE,TRUE,NONE,2,AVAILABLE
BEN-IW2SX1,ACC-5ZTKB9Z,Reyansh Modi,ACC-CEQUA7O,ICICI Bank,HDFC0109247,FRIEND,2025-04-12,FALSE,TRUE,NONE,2,AVAILABLE
BEN-LEWZX0,ACC-5ZTKB9Z,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2025-10-27,FALSE,TRUE,NONE,2,AVAILABLE
BEN-H7FEXO,ACC-66NW7Y6,Xiti Tata,EXT-H3JPEE3,Bank of Baroda,UBIN0854609,UNKNOWN,2024-04-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-Z2D8ZN,ACC-66NW7Y6,Naveen Char,ACC-FZGLI4U,Punjab National Bank,CNRB0974831,FAMILY,2024-05-18,FALSE,TRUE,NONE,3,AVAILABLE
BEN-SEE355,ACC-66NW7Y6,Charles Dugar,ACC-MTU16BT,IDFC FIRST Bank,KOTAK0141214,FRIEND,2024-07-30,FALSE,TRUE,NONE,1,AVAILABLE
BEN-45GDKJ,ACC-66NW7Y6,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-08-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5JL2MJ,ACC-66NW7Y6,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-09-25,FALSE,TRUE,NONE,1,AVAILABLE
BEN-T76UTB,ACC-66NW7Y6,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-12-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-O1USJF,ACC-66NW7Y6,Gauri Chana,ACC-KEARJ2W,Punjab National Bank,HDFC0666497,FAMILY,2025-01-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-VWR8QY,ACC-66NW7Y6,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-03-09,FALSE,TRUE,NONE,1,AVAILABLE
BEN-3K6RMY,ACC-66NW7Y6,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2025-03-21,FALSE,TRUE,NONE,1,AVAILABLE
BEN-6CRA5R,ACC-66NW7Y6,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-08-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-9MTRSO,ACC-66NW7Y6,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-08-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-RGI91B,ACC-69BY4CY,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2024-07-18,FALSE,TRUE,NONE,1,AVAILABLE
BEN-BY6U1Q,ACC-69BY4CY,Lopa Borah,EXT-P1A209K,Axis Bank,CNRB0397329,UNKNOWN,2024-08-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-UWA7HT,ACC-69BY4CY,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-10-10,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5H9NJN,ACC-69BY4CY,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-10-14,FALSE,TRUE,NONE,1,AVAILABLE
BEN-Y9OQUH,ACC-69BY4CY,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2024-11-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-I6E5J4,ACC-69BY4CY,Oliver Menon,ACC-0IQSVUH,Canara Bank,YESB0940016,FAMILY,2025-05-14,FALSE,TRUE,NONE,2,AVAILABLE
BEN-GIW8T5,ACC-69BY4CY,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2025-06-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-H5ICB3,ACC-69BY4CY,Zayyan Bandi,ACC-G8WJAI7,Bank of Baroda,IDFB0392051,FRIEND,2025-07-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-H07RV9,ACC-69BY4CY,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-08-03,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YTV3RE,ACC-6BQKDJU,AIRTEL POSTPAID,EXT-8F1CBFN,IndusInd Bank,INDB0343962,MERCHANT,2024-05-31,FALSE,TRUE,NONE,2,AVAILABLE
BEN-3B8W8L,ACC-6BQKDJU,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2024-07-02,FALSE,TRUE,NONE,1,AVAILABLE
BEN-Y7PPAL,ACC-6BQKDJU,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-08-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-0FEFPN,ACC-6BQKDJU,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-12-10,FALSE,TRUE,NONE,1,AVAILABLE
BEN-WE14GS,ACC-6BQKDJU,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2025-01-04,FALSE,TRUE,NONE,1,AVAILABLE
BEN-R6Y4L6,ACC-6BQKDJU,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-01-16,FALSE,TRUE,NONE,1,AVAILABLE
BEN-O2L90J,ACC-6EK26Y9,Ishani Subramanian,ACC-QF5WXW7,HDFC Bank,ICIC0949519,FAMILY,2024-03-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-9AFCFF,ACC-6EK26Y9,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-04-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5P26V4,ACC-6EK26Y9,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-03-07,FALSE,TRUE,NONE,1,AVAILABLE
BEN-HCJHU9,ACC-6EK26Y9,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-04-04,FALSE,TRUE,NONE,1,AVAILABLE
BEN-D2HVPE,ACC-6EK26Y9,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2025-04-09,FALSE,TRUE,NONE,2,AVAILABLE
BEN-A78GZD,ACC-6EK26Y9,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2025-05-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-NUF3NT,ACC-6EK26Y9,Bina Grover,EXT-L7RAKFV,Axis Bank,SBIN0938152,UNKNOWN,2025-06-14,FALSE,TRUE,NONE,1,AVAILABLE
BEN-EDLLO4,ACC-6EK26Y9,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2025-06-22,FALSE,TRUE,NONE,1,AVAILABLE
BEN-WIJN6N,ACC-6EK26Y9,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2025-08-15,FALSE,TRUE,NONE,2,AVAILABLE
BEN-L916M6,ACC-6EUC1G7,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-04-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-2CMCK4,ACC-6EUC1G7,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-09-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-F5PGLF,ACC-6EUC1G7,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-09-15,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5QN4RO,ACC-6EUC1G7,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2025-01-16,FALSE,TRUE,NONE,1,AVAILABLE
BEN-S0M7X9,ACC-6EUC1G7,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-03-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-PPR1JN,ACC-6EUC1G7,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2025-07-26,FALSE,TRUE,NONE,2,AVAILABLE
BEN-GMMZ6U,ACC-6GN8W9U,Lavanya Deep,ACC-CEQUA7O,Union Bank of India,SBIN0116911,FAMILY,2024-03-15,FALSE,TRUE,NONE,2,AVAILABLE
BEN-SKSE6V,ACC-6GN8W9U,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2024-03-25,FALSE,TRUE,NONE,1,AVAILABLE
BEN-0I0E6I,ACC-6GN8W9U,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-04-13,FALSE,TRUE,NONE,1,AVAILABLE
BEN-PLTB2O,ACC-6GN8W9U,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2024-06-14,FALSE,TRUE,NONE,1,AVAILABLE
BEN-SMC7U0,ACC-6GN8W9U,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2024-08-10,FALSE,TRUE,NONE,1,AVAILABLE
BEN-UYFAO2,ACC-6GN8W9U,Robert Jani,ACC-6EUC1G7,IDFC FIRST Bank,BARB0712933,FRIEND,2024-09-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-HX77UI,ACC-6GN8W9U,Ekantika Dara,ACC-M8YXU1P,Kotak Mahindra Bank,YESB0716289,FRIEND,2024-12-10,FALSE,TRUE,NONE,3,AVAILABLE
BEN-IBC695,ACC-6GN8W9U,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-01-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-IS7S03,ACC-6GN8W9U,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-06-24,FALSE,TRUE,NONE,1,AVAILABLE
BEN-3H1RM8,ACC-6GN8W9U,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-07-23,FALSE,TRUE,NONE,1,AVAILABLE
BEN-361JOC,ACC-6GN8W9U,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2025-08-22,FALSE,TRUE,NONE,1,AVAILABLE
BEN-I7XQYX,ACC-6HHR8X8,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2024-05-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-TU8MAA,ACC-6HHR8X8,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-05-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-JA3U6K,ACC-6HHR8X8,Ekaraj Chanda,ACC-FV4B1K1,Union Bank of India,KOTAK0256831,FRIEND,2025-02-23,FALSE,TRUE,NONE,1,AVAILABLE
BEN-53OYK2,ACC-6HHR8X8,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2025-07-17,FALSE,TRUE,NONE,1,AVAILABLE
BEN-L5H227,ACC-6HHR8X8,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2025-09-09,FALSE,TRUE,NONE,1,AVAILABLE
BEN-7QMUUX,ACC-6HHR8X8,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-10-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-P9WDJR,ACC-6HHR8X8,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2025-10-30,FALSE,TRUE,NONE,3,AVAILABLE
BEN-NNDIY2,ACC-6I5A7D9,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-03-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-25C35P,ACC-6I5A7D9,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-11-11,FALSE,TRUE,NONE,1,AVAILABLE
BEN-HWY6QY,ACC-6I5A7D9,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2024-11-19,FALSE,TRUE,NONE,3,AVAILABLE
BEN-W6MEPA,ACC-6I5A7D9,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2025-01-26,FALSE,TRUE,NONE,3,AVAILABLE
BEN-MMT6QP,ACC-6I5A7D9,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2025-04-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-3NA5G4,ACC-6K088ZF,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2024-03-18,FALSE,TRUE,NONE,2,AVAILABLE
BEN-EE352N,ACC-6K088ZF,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2024-03-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-U44RKW,ACC-6K088ZF,Dayamai Murty,ACC-0H8WN2T,Canara Bank,IDFB0605918,FRIEND,2024-04-15,FALSE,TRUE,NONE,2,AVAILABLE
BEN-HY7UPQ,ACC-6K088ZF,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2024-07-12,FALSE,TRUE,NONE,1,AVAILABLE
BEN-FBWE2C,ACC-6K088ZF,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2024-09-07,FALSE,TRUE,NONE,1,AVAILABLE
BEN-5BIR3N,ACC-6K088ZF,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-09-21,FALSE,TRUE,NONE,2,AVAILABLE
BEN-3XODE6,ACC-6K088ZF,Manya Sawhney,ACC-43VVT0V,IndusInd Bank,HDFC0151217,FRIEND,2024-10-23,FALSE,TRUE,NONE,1,AVAILABLE
BEN-3EOQ6H,ACC-6K088ZF,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2024-12-10,FALSE,TRUE,NONE,1,AVAILABLE
BEN-3ZLYUZ,ACC-6K088ZF,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-07-30,FALSE,TRUE,NONE,1,AVAILABLE
BEN-R1888A,ACC-6K088ZF,Veer Chacko,EXT-CSBXZP9,IndusInd Bank,KOTAK0497079,UNKNOWN,2025-10-24,FALSE,TRUE,NONE,1,AVAILABLE
BEN-GDRAF0,ACC-6O9YZPF,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-03-30,FALSE,TRUE,NONE,1,AVAILABLE
BEN-O7XKTS,ACC-6O9YZPF,Radha Bail,ACC-7YVR4NK,Canara Bank,PUNB0901595,FAMILY,2024-04-29,FALSE,TRUE,NONE,1,AVAILABLE
BEN-3TG9HG,ACC-6O9YZPF,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2024-07-12,FALSE,TRUE,NONE,1,AVAILABLE
BEN-BU2T6L,ACC-6O9YZPF,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2024-10-21,FALSE,TRUE,NONE,1,AVAILABLE
BEN-8KLST8,ACC-6O9YZPF,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2024-12-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YY1HS2,ACC-6O9YZPF,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-06-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-ADCE9P,ACC-6O9YZPF,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2025-09-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-GR1AX7,ACC-6O9YZPF,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-09-20,FALSE,TRUE,NONE,2,AVAILABLE
BEN-ZYZ5WJ,ACC-6OC7T3B,Ladli Swaminathan,ACC-R9RIGPP,IndusInd Bank,HDFC0579710,FAMILY,2024-03-17,FALSE,TRUE,NONE,3,AVAILABLE
BEN-PA35P1,ACC-6OC7T3B,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-04-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-X41YYJ,ACC-6OC7T3B,RAPIDO,EXT-7Q9AH8R,Canara Bank,CNRB0905934,MERCHANT,2024-11-18,FALSE,TRUE,NONE,1,AVAILABLE
BEN-927SCT,ACC-6OC7T3B,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2025-01-04,FALSE,TRUE,NONE,1,AVAILABLE
BEN-NMWF2K,ACC-6OC7T3B,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2025-03-15,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YI5AN7,ACC-6OC7T3B,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-04-18,FALSE,TRUE,NONE,1,AVAILABLE
BEN-76T9GN,ACC-6OC7T3B,Rachana Pandit,ACC-K8THBZ5,ICICI Bank,IDFB0820097,FAMILY,2025-06-13,FALSE,TRUE,NONE,1,AVAILABLE
BEN-JYUVH4,ACC-6OC7T3B,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2025-07-09,FALSE,TRUE,NONE,1,AVAILABLE
BEN-XU8810,ACC-6OC7T3B,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2025-08-07,FALSE,TRUE,NONE,2,AVAILABLE
BEN-TP5VV7,ACC-6SR17OT,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2024-10-21,FALSE,TRUE,NONE,3,AVAILABLE
BEN-C9RCGH,ACC-6SR17OT,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2024-11-05,FALSE,TRUE,NONE,1,AVAILABLE
BEN-2JLAXM,ACC-6SR17OT,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2025-03-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-0OKTUC,ACC-6SR17OT,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2025-03-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-ZO9R3H,ACC-6SR17OT,BLINKIT,EXT-3JQIP98,IndusInd Bank,INDB0375504,MERCHANT,2025-06-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-YYIE6H,ACC-6Y3A5Z1,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-12-02,FALSE,TRUE,NONE,1,AVAILABLE
BEN-O12ZJK,ACC-6Y3A5Z1,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-02-24,FALSE,TRUE,NONE,2,AVAILABLE
BEN-OCBBB7,ACC-6Y3A5Z1,Bahadurjit Comar,ACC-FPEA0JL,Punjab National Bank,HDFC0655187,FRIEND,2025-03-01,FALSE,TRUE,NONE,1,AVAILABLE
BEN-34WOWZ,ACC-6Y3A5Z1,BOOKMYSHOW,EXT-1ZXOI65,Yes Bank,YESB0195325,MERCHANT,2025-04-28,FALSE,TRUE,NONE,1,AVAILABLE
BEN-GUV61R,ACC-6Y3A5Z1,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2025-07-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-IFBG06,ACC-6Y3A5Z1,TATA POWER BILLING,EXT-B9M80O2,Union Bank of India,UBIN0717889,MERCHANT,2025-07-23,FALSE,TRUE,NONE,1,AVAILABLE
BEN-T4WAXP,ACC-6Y3A5Z1,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2025-09-08,FALSE,TRUE,NONE,2,AVAILABLE
BEN-A03H75,ACC-6YHRDU3,RELIANCE DIGITAL,EXT-Q6L6GT6,Yes Bank,YESB0738551,MERCHANT,2024-08-26,FALSE,TRUE,NONE,1,AVAILABLE
BEN-FXA0EU,ACC-6YHRDU3,JIO RECHARGE,EXT-ZRENUN5,Punjab National Bank,PUNB0514850,MERCHANT,2024-09-22,FALSE,TRUE,NONE,2,AVAILABLE
BEN-LTF0U1,ACC-6YHRDU3,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2024-12-06,FALSE,TRUE,NONE,1,AVAILABLE
BEN-Q4N8V1,ACC-6YHRDU3,MEDPLUS,EXT-JXK87AU,Axis Bank,UTIB0612340,MERCHANT,2025-04-26,FALSE,TRUE,NONE,3,AVAILABLE
BEN-Z4HB4S,ACC-6YHRDU3,INDIAN OIL,EXT-R9OUDOC,Bank of Baroda,BARB0944151,MERCHANT,2025-11-01,FALSE,TRUE,NONE,2,AVAILABLE
BEN-F2Q4N8,ACC-70SBOVV,ZOMATO,EXT-C38HYF9,Punjab National Bank,PUNB0407419,MERCHANT,2024-08-27,FALSE,TRUE,NONE,1,AVAILABLE
BEN-52DWD5,ACC-70SBOVV,SWIGGY,EXT-AK1VRJN,Kotak Mahindra Bank,KOTAK0900581,MERCHANT,2024-11-24,FALSE,TRUE,NONE,1,AVAILABLE
BEN-VD7URF,ACC-70SBOVV,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2024-12-20,FALSE,TRUE,NONE,1,AVAILABLE
BEN-PF6SA2,ACC-70SBOVV,IRCTC,EXT-HJK1EYY,HDFC Bank,HDFC0724834,MERCHANT,2025-02-19,FALSE,TRUE,NONE,1,AVAILABLE
BEN-MER1HJ,ACC-70SBOVV,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2025-05-04,FALSE,TRUE,NONE,2,AVAILABLE
BEN-KU0X8L,ACC-70X3FG6,DMART ONLINE,EXT-VHS1K3A,IndusInd Bank,INDB0857168,MERCHANT,2024-06-08,FALSE,TRUE,NONE,1,AVAILABLE
BEN-QR957U,ACC-70X3FG6,AMAZON PAY,EXT-OGYR3XK,IndusInd Bank,INDB0488162,MERCHANT,2024-06-15,FALSE,TRUE,NONE,1,AVAILABLE
BEN-JN073T,ACC-70X3FG6,BIGBASKET,EXT-NREK8PK,Punjab National Bank,PUNB0584714,MERCHANT,2024-08-16,FALSE,TRUE,NONE,2,AVAILABLE
