account_id,customer_id,customer_name,account_type,account_status,account_open_date,kyc_status,risk_rating,registered_country,avg_monthly_txn_count,avg_monthly_txn_amount,home_branch,occupation,annual_income,customer_segment,last_activity_date
ACC-C46C17Z,CUS-4G25PF9,Janya Kakar,SAVINGS,ACTIVE,2023-09-03,VERIFIED,LOW,INDIA,18,107624.08,SBIN0581592,Leisure centre manager,550675,RETAIL,2026-08-29
ACC-C4XYJLC,CUS-90OUP0U,Jagvi Badal,SAVINGS,ACTIVE,2021-12-07,PENDING,LOW,INDIA,21,323118.77,ICIC0587686,Press sub,2886819,MASS_AFFLUENT,2026-08-29
ACC-C9ODQQB,CUS-W8CPWGE,Netra Rau,CURRENT,ACTIVE,2020-05-20,VERIFIED,LOW,INDIA,15,579752.00,ICIC0396835,Business Owner,4289406,BUSINESS,2026-08-28
ACC-CAIKVW2,CUS-Z3RY40K,Yahvi Joshi,SAVINGS,ACTIVE,2024-04-30,VERIFIED,LOW,INDIA,15,130079.75,ICIC0741055,Holiday representative,1693160,SALARIED,2026-08-29
ACC-CBKOGG5,CUS-4UOPGLY,Hemangini Deshpande,SAVINGS,ACTIVE,2023-04-23,VERIFIED,LOW,INDIA,10,77217.50,ICIC0212890,Media buyer,376421,SENIOR_CITIZEN,2026-08-24
ACC-CDP9AJG,CUS-3FW3383,Deepa Kumar,SAVINGS,ACTIVE,2024-11-25,PENDING,LOW,INDIA,15,177523.59,BARB0836405,Solicitor,1189377,SALARIED,2026-08-27
ACC-CEM9N4N,CUS-VTANMH4,Peter Sagar,SAVINGS,ACTIVE,2023-10-28,VERIFIED,LOW,INDIA,22,473999.13,BARB0477114,Dietitian,5911192,PREMIUM,2026-08-29
ACC-CEQUA7O,CUS-V77G1P4,Jairaj Viswanathan,SAVINGS,ACTIVE,2024-06-13,VERIFIED,LOW,INDIA,17,66332.79,UBIN0273438,Freight forwarder,280671,STUDENT,2026-08-27
ACC-CER8CLU,CUS-PY8VYIF,Bimala Chawla,SAVINGS,ACTIVE,2021-03-19,VERIFIED,LOW,INDIA,17,52741.47,UTIB0386604,Investment analyst,139927,STUDENT,2026-08-27
ACC-CFU5HYS,CUS-3T2O90S,Rudra Rama,SAVINGS,ACTIVE,2020-10-12,VERIFIED,LOW,INDIA,10,81564.00,INDB0809381,Historic buildings inspector/conservation officer,488006,SENIOR_CITIZEN,2026-08-29
ACC-CR0F5PX,CUS-2TN7TLH,Darsh Devi,SAVINGS,ACTIVE,2025-01-28,VERIFIED,LOW,INDIA,18,62339.26,CNRB0649063,Speech and language therapist,252643,STUDENT,2026-08-29
ACC-CT2CXIF,CUS-SU0LMI8,Indali D’Alia,SALARY,ACTIVE,2026-01-04,VERIFIED,MEDIUM,INDIA,9,44011.25,UBIN0591081,Call centre manager,569452,RETAIL,2026-08-20
ACC-CTT593O,CUS-BAJQT4H,Samar Dhawan,SALARY,ACTIVE,2020-08-07,PENDING,LOW,INDIA,13,436802.53,YESB0881782,Herpetologist,2803730,MASS_AFFLUENT,2026-08-28
ACC-CUG7RQ8,CUS-LYYXE7Q,Ishani Madan,SAVINGS,ACTIVE,2021-07-25,VERIFIED,LOW,INDIA,11,81698.80,PUNB0341162,Production manager,810511,SENIOR_CITIZEN,2026-08-25
ACC-D1I4N2E,CUS-X7Z97ZQ,Ekantika Bali,CURRENT,ACTIVE,2021-03-07,VERIFIED,LOW,INDIA,17,389091.75,YESB0838747,Business Owner,1866393,BUSINESS,2026-08-28
ACC-D6FLEEP,CUS-ZHPCF07,Chakrika Subramanian,SALARY,ACTIVE,2026-01-11,VERIFIED,LOW,INDIA,6,36903.08,UTIB0888387,Haematologist,550280,RETAIL,2026-08-22
ACC-D7761SU,CUS-YULJCN1,Yachana Chahal,SAVINGS,ACTIVE,2022-08-04,VERIFIED,MEDIUM,INDIA,15,197698.13,ICIC0402491,Travel agency manager,1803650,MASS_AFFLUENT,2026-08-29
ACC-D7CEDA0,CUS-IOEJAN6,Anmol Murthy,CURRENT,ACTIVE,2025-06-09,VERIFIED,LOW,INDIA,12,296502.71,IDFB0655134,Business Owner,5264521,BUSINESS,2026-08-27
ACC-DG0LKS9,CUS-L3XCFTU,Ladli Chauhan,SALARY,ACTIVE,2021-04-28,VERIFIED,LOW,INDIA,17,52407.89,UBIN0650131,Chief of Staff,137019,STUDENT,2026-08-29
ACC-DJKDFR2,CUS-1520RN6,Deepa Goel,SAVINGS,ACTIVE,2026-06-20,VERIFIED,LOW,INDIA,12,73612.38,BARB0514463,Garment/textile technologist,1011163,RETAIL,2026-08-29
ACC-DM7X52D,CUS-NR9IS25,Chanchal Lata,SAVINGS,ACTIVE,2026-07-29,VERIFIED,LOW,INDIA,14,70635.13,INDB0982277,Research scientist (life sciences),1044261,RETAIL,2026-08-29
ACC-DPFF5E8,CUS-II49KQ7,Geetika Hayre,SAVINGS,ACTIVE,2025-07-26,VERIFIED,LOW,INDIA,7,43316.03,BARB0491559,"Engineer, aeronautical",1091952,RETAIL,2026-08-27
ACC-DW6ET32,CUS-CDXSEF6,Karan Bedi,SALARY,ACTIVE,2022-07-22,VERIFIED,LOW,INDIA,16,453368.68,CNRB0625721,Advertising account planner,6795403,PREMIUM,2026-08-28
ACC-DY1MSMZ,CUS-LR7571G,Aayush Shan,SAVINGS,ACTIVE,2024-11-14,VERIFIED,LOW,INDIA,17,125806.67,UTIB0750348,"Solicitor, Scotland",337421,RETAIL,2026-08-26
ACC-DY7084P,CUS-4TFZC67,Falan Subramanian,SAVINGS,ACTIVE,2024-03-05,VERIFIED,HIGH,INDIA,19,200070.39,SBIN0757694,Media planner,589497,SALARIED,2026-08-29
ACC-E00V830,CUS-DN0YBY4,Gavin Narang,SAVINGS,ACTIVE,2025-12-03,VERIFIED,LOW,INDIA,8,58644.59,KOTAK0557007,Clinical cytogeneticist,864365,RETAIL,2026-08-29
ACC-E3YVZMZ,CUS-CAQHIU3,Qasim Shukla,CURRENT,ACTIVE,2025-05-08,VERIFIED,LOW,INDIA,15,441200.16,ICIC0979226,Business Owner,7682237,BUSINESS,2026-08-27
ACC-E6PR5N8,CUS-I4P40MG,Hemal Subramaniam,SAVINGS,ACTIVE,2025-08-22,VERIFIED,LOW,INDIA,9,54132.95,PUNB0455784,Corporate treasurer,789710,RETAIL,2026-08-24
ACC-E6SVH6Q,CUS-8Q2Y4PV,Samesh Naik,CURRENT,ACTIVE,2025-10-22,VERIFIED,MEDIUM,INDIA,16,688182.31,CNRB0532459,Business Owner,6478357,BUSINESS,2026-08-28
ACC-ECJ5B4C,CUS-3KEGH5O,Jacob Dani,SAVINGS,ACTIVE,2022-05-02,VERIFIED,MEDIUM,INDIA,22,186964.27,YESB0931627,Research scientist (life sciences),753341,SALARIED,2026-08-29
ACC-ECTS377,CUS-V1IV5WM,Janya Bobal,SALARY,ACTIVE,2023-07-22,VERIFIED,LOW,INDIA,18,168497.35,UTIB0930605,Civil Service fast streamer,545955,SALARIED,2026-08-29
ACC-EM2IFVH,CUS-C3DK1Z5,Odika Dugal,SALARY,ACTIVE,2024-03-06,VERIFIED,LOW,INDIA,12,94051.77,PUNB0778720,Retail buyer,588339,RETAIL,2026-08-29
ACC-EOGKKC0,CUS-6GUU9MN,Orinder Chatterjee,SALARY,ACTIVE,2023-07-06,VERIFIED,LOW,INDIA,11,85532.96,UTIB0581061,Medical secretary,673897,SENIOR_CITIZEN,2026-08-28
ACC-ER1KTGJ,CUS-3GHPB3L,Balveer Kadakia,SAVINGS,ACTIVE,2020-02-29,VERIFIED,LOW,INDIA,16,231779.11,CNRB0551777,"Engineer, drilling",1376300,MASS_AFFLUENT,2026-08-26
ACC-EYNINT1,CUS-4KTM63R,Advika Mann,SAVINGS,ACTIVE,2021-02-12,VERIFIED,LOW,INDIA,19,463098.02,ICIC0195528,Town planner,6118459,PREMIUM,2026-08-29
ACC-EZC1B3E,CUS-U1Z0SHZ,Sachi Rana,SAVINGS,ACTIVE,2026-01-09,VERIFIED,LOW,INDIA,10,64061.44,SBIN0717476,"Editor, film/video",1172442,RETAIL,2026-08-27
ACC-FH01XWM,CUS-UWBTKW2,Jason Raj,SALARY,ACTIVE,2023-07-01,PENDING,MEDIUM,INDIA,16,153630.88,UTIB0972881,Advertising art director,679965,SALARIED,2026-08-24
ACC-FPEA0JL,CUS-4I7T40V,Anjali Dugal,CURRENT,ACTIVE,2022-11-25,VERIFIED,LOW,INDIA,15,236055.45,ICIC0544198,Business Owner,5021948,BUSINESS,2026-08-28
ACC-FV4B1K1,CUS-KDGVNM0,Teerth Prashad,SAVINGS,ACTIVE,2022-10-12,VERIFIED,LOW,INDIA,17,328217.45,UTIB0191884,"Nurse, learning disability",2352726,MASS_AFFLUENT,2026-08-26
ACC-FW9S351,CUS-6ZMQLMR,Unnati Prabhakar,SAVINGS,ACTIVE,2022-08-15,VERIFIED,LOW,INDIA,10,65921.73,SBIN0212783,Diagnostic radiographer,811528,SENIOR_CITIZEN,2026-08-29
ACC-FZGLI4U,CUS-PAQYP2R,Chaman Bansal,SALARY,ACTIVE,2019-09-10,VERIFIED,LOW,INDIA,21,70466.15,HDFC0819400,Solicitor,188564,STUDENT,2026-08-29
ACC-FZVE9L4,CUS-UWNRLM5,Ekalinga Sengupta,SAVINGS,ACTIVE,2023-02-20,VERIFIED,LOW,INDIA,14,427486.19,UTIB0182300,Theatre stage manager,7189166,PREMIUM,2026-08-27
ACC-G7ECILC,CUS-MG5MGCY,Sachi Rajagopal,CURRENT,ACTIVE,2023-03-31,VERIFIED,MEDIUM,INDIA,13,149356.39,HDFC0183840,Business Owner,6300824,BUSINESS,2026-08-29
ACC-G8WJAI7,CUS-SX50VKG,Banjeet Dewan,SAVINGS,ACTIVE,2023-08-21,VERIFIED,LOW,INDIA,14,409196.52,UTIB0582860,"Civil engineer, consulting",6623069,PREMIUM,2026-08-24
ACC-G9O9YP6,CUS-SDYY0U9,Dalbir Dhingra,SAVINGS,ACTIVE,2023-11-03,VERIFIED,LOW,INDIA,17,85567.36,IDFB0732697,Theme park manager,964575,RETAIL,2026-08-29
ACC-G9YS831,CUS-7QKY3PI,Nilima Sahota,SALARY,ACTIVE,2025-02-26,VERIFIED,LOW,INDIA,11,63557.16,UTIB0362682,Purchasing manager,653928,RETAIL,2026-08-29
ACC-GA3ZIBH,CUS-7RPX246,Jagat Sem,SAVINGS,ACTIVE,2026-01-30,VERIFIED,LOW,INDIA,13,86281.85,INDB0519603,Information systems manager,317438,SENIOR_CITIZEN,2026-08-29
ACC-GCNM08K,CUS-XBTT6H5,Kamya Shroff,CURRENT,ACTIVE,2021-07-07,VERIFIED,LOW,INDIA,18,468819.78,PUNB0491246,Business Owner,1751100,BUSINESS,2026-08-29
ACC-GE49DBZ,CUS-7FGQJFY,Hemangini Date,SAVINGS,ACTIVE,2022-12-06,VERIFIED,LOW,INDIA,17,461506.35,CNRB0440998,Psychotherapist,2958499,MASS_AFFLUENT,2026-08-29
ACC-GFAT2XR,CUS-GIFL129,Tanveer Baral,SAVINGS,ACTIVE,2025-02-09,VERIFIED,LOW,INDIA,11,75407.63,PUNB0506637,Planning and development surveyor,397584,SENIOR_CITIZEN,2026-08-28
ACC-GG2KTBC,CUS-UDSWX1J,Anamika Sule,SAVINGS,ACTIVE,2026-04-12,VERIFIED,LOW,INDIA,8,51351.21,BARB0621841,Air traffic controller,478240,RETAIL,2026-08-23
ACC-GG7JPM7,CUS-3POTFCF,Aadi Naidu,SALARY,ACTIVE,2019-12-02,VERIFIED,LOW,INDIA,9,74707.00,CNRB0693343,"Research officer, government",309909,SENIOR_CITIZEN,2026-08-27
ACC-GL64TPK,CUS-UEKLV3J,Amol Mitra,SAVINGS,ACTIVE,2021-04-26,VERIFIED,LOW,INDIA,14,106451.44,PUNB0596846,"Engineer, mining",576648,RETAIL,2026-08-28
ACC-H1RJFUI,CUS-LYWU514,Lekha Purohit,SAVINGS,ACTIVE,2024-07-25,VERIFIED,LOW,INDIA,8,68719.99,INDB0341292,Building services engineer,701798,SENIOR_CITIZEN,2026-08-29
ACC-H3FNBDV,CUS-PINE9NN,Yadavi Sastry,SAVINGS,ACTIVE,2025-01-07,VERIFIED,LOW,INDIA,14,69371.33,PUNB0127032,Research scientist (physical sciences),803432,SALARIED,2026-08-29
ACC-H7GPNG4,CUS-B62ZDHT,Gayathri Ravel,SALARY,ACTIVE,2023-06-25,VERIFIED,LOW,INDIA,11,72774.33,UBIN0958311,Applications developer,760461,SENIOR_CITIZEN,2026-08-29
ACC-H7GX86O,CUS-3NRDMHJ,Nandini Bhandari,CURRENT,ACTIVE,2024-02-20,VERIFIED,LOW,INDIA,14,607565.44,SBIN0944264,Business Owner,2558166,BUSINESS,2026-08-28
ACC-HEZ5EDJ,CUS-JTFPH90,Ucchal Shankar,SAVINGS,ACTIVE,2026-04-06,VERIFIED,LOW,INDIA,6,38087.74,IDFB0696251,Secretary/administrator,698855,RETAIL,2026-08-21
ACC-HGP8IY3,CUS-X80J0G5,Fariq Kaur,SAVINGS,ACTIVE,2024-09-29,PENDING,MEDIUM,INDIA,12,49565.12,BARB0204180,Records manager,1277057,SALARIED,2026-08-24
ACC-HHFH56O,CUS-B4RGLY4,Henry Chaudhuri,SALARY,ACTIVE,2024-09-17,VERIFIED,LOW,INDIA,13,77092.40,ICIC0957171,Logistics and distribution manager,366582,SENIOR_CITIZEN,2026-08-28
ACC-HL8Z7IO,CUS-ABT3818,Bhavika Tank,SAVINGS,ACTIVE,2020-12-13,VERIFIED,MEDIUM,INDIA,9,73221.83,PUNB0116405,Interpreter,589039,SENIOR_CITIZEN,2026-08-28
ACC-HMUH8LM,CUS-N4R7SGM,Frederick Swaminathan,SALARY,ACTIVE,2026-04-17,VERIFIED,LOW,INDIA,8,46338.61,PUNB0406327,"Lighting technician, broadcasting/film/video",314835,RETAIL,2026-08-12
ACC-HUCI5RX,CUS-1SQQ7U1,Fariq Kibe,SALARY,ACTIVE,2024-06-02,VERIFIED,LOW,INDIA,17,179710.81,UBIN0271499,"Designer, industrial/product",896193,SALARIED,2026-08-26
ACC-HYKM1QW,CUS-65XDY1P,Ranveer Mishra,SALARY,ACTIVE,2022-01-23,VERIFIED,MEDIUM,INDIA,19,274221.41,INDB0254525,"Psychologist, sport and exercise",3240543,PREMIUM,2026-08-29
ACC-I4J3X09,CUS-48NPF72,Pranit Agate,SAVINGS,ACTIVE,2024-11-09,VERIFIED,LOW,INDIA,15,54267.24,HDFC0221886,Occupational hygienist,263562,STUDENT,2026-08-29
ACC-I603D93,CUS-C1WE8DE,Adweta Ray,CURRENT,ACTIVE,2022-11-24,VERIFIED,HIGH,INDIA,14,255870.66,BARB0501058,Business Owner,8884794,BUSINESS,2026-08-26
ACC-I72U6W3,CUS-W13003B,Lakshit Sharma,SALARY,ACTIVE,2024-07-16,VERIFIED,LOW,INDIA,11,79551.44,IDFB0407592,Production manager,908512,RETAIL,2026-08-29
ACC-I85FVOE,CUS-VYY91OO,Aarnav D’Alia,SAVINGS,ACTIVE,2025-02-17,VERIFIED,MEDIUM,INDIA,15,309455.77,ICIC0498663,"Administrator, arts",1594592,MASS_AFFLUENT,2026-08-28
ACC-I9NWRI1,CUS-E9QQYKZ,Harinakshi Chahal,CURRENT,ACTIVE,2023-04-07,VERIFIED,LOW,INDIA,15,284462.96,INDB0776930,Business Owner,6946122,BUSINESS,2026-08-28
ACC-IF3G3T3,CUS-4OOJQXZ,Rachita Rajagopalan,SAVINGS,ACTIVE,2022-06-22,VERIFIED,LOW,INDIA,19,201461.07,CNRB0905245,Higher education careers adviser,1496848,SALARIED,2026-08-26
ACC-IFI031L,CUS-36192YW,Lucky Lall,SAVINGS,ACTIVE,2026-01-12,VERIFIED,LOW,INDIA,16,237806.30,IDFB0139704,"Engineer, petroleum",5446357,PREMIUM,2026-08-29
ACC-IFY7O0P,CUS-J1TV28I,Victor Din,SAVINGS,ACTIVE,2019-08-08,VERIFIED,LOW,INDIA,18,471390.65,UBIN0907455,"Designer, television/film set",7915112,PREMIUM,2026-08-28
ACC-IITA5WV,CUS-O01Z8TU,Chatura Bobal,SAVINGS,ACTIVE,2024-07-22,VERIFIED,LOW,INDIA,15,108957.09,SBIN0509611,Equities trader,960434,RETAIL,2026-08-28
ACC-IRTR5JE,CUS-K1R0T4E,Kai Minhas,SALARY,ACTIVE,2020-07-22,PENDING,LOW,INDIA,15,67794.63,IDFB0750318,Government social research officer,281656,STUDENT,2026-08-25
ACC-J1YE24Z,CUS-8608CX8,Qushi Yogi,SAVINGS,ACTIVE,2022-02-18,PENDING,LOW,INDIA,17,165386.74,SBIN0934908,Horticultural consultant,1852728,SALARIED,2026-08-27
ACC-J4EATMM,CUS-G83VGD3,Dalbir Devan,SAVINGS,ACTIVE,2019-11-05,VERIFIED,LOW,INDIA,16,134552.08,UTIB0904246,Adult guidance worker,1075837,SALARIED,2026-08-24
ACC-J5CI6VG,CUS-2G73AJ0,Theodore Shan,SAVINGS,ACTIVE,2026-05-31,VERIFIED,LOW,INDIA,9,49081.21,ICIC0807115,Estate agent,655007,RETAIL,2026-08-24
ACC-J7S9KT5,CUS-SESA3CN,Eiravati Kothari,SAVINGS,ACTIVE,2025-07-09,VERIFIED,LOW,INDIA,20,300637.85,CNRB0397025,"Production assistant, television",2584651,MASS_AFFLUENT,2026-08-26
ACC-JE7AK2W,CUS-NJ02NFG,Sneha Apte,SAVINGS,ACTIVE,2021-10-23,VERIFIED,LOW,INDIA,18,165106.05,PUNB0729153,Research scientist (medical),793245,SALARIED,2026-08-29
ACC-JS2MXCB,CUS-V9PLMBL,Netra Shah,SAVINGS,ACTIVE,2024-07-29,VERIFIED,LOW,INDIA,17,485186.64,BARB0279683,Site engineer,1839783,MASS_AFFLUENT,2026-08-23
ACC-JWSOYH5,CUS-17VL1JT,Vasatika Desai,SALARY,ACTIVE,2023-01-28,VERIFIED,MEDIUM,INDIA,16,264773.20,CNRB0255863,Computer games developer,2874960,MASS_AFFLUENT,2026-08-28
ACC-JXVIHM2,CUS-0AP4VS6,Wishi Narain,SAVINGS,ACTIVE,2021-12-09,VERIFIED,LOW,INDIA,18,227157.53,YESB0339266,"Therapist, speech and language",1894596,SALARIED,2026-08-29
ACC-K1OGI6H,CUS-ZQ9KUNF,Adya Sehgal,SAVINGS,ACTIVE,2025-12-26,PENDING,LOW,INDIA,17,195471.22,INDB0126518,Podiatrist,1796248,SALARIED,2026-08-27
ACC-K5SILU2,CUS-DWA5IMY,Raghav Batta,CURRENT,ACTIVE,2020-08-07,VERIFIED,LOW,INDIA,11,254631.06,BARB0388204,Business Owner,7476332,BUSINESS,2026-08-28
ACC-K8THBZ5,CUS-J3UJA86,Suhani Vyas,SAVINGS,ACTIVE,2020-10-19,VERIFIED,LOW,INDIA,16,51423.20,KOTAK0142027,Ergonomist,270399,STUDENT,2026-08-29
ACC-K9XH0HH,CUS-XSC7JHX,Raghav Sanghvi,SALARY,ACTIVE,2022-10-26,VERIFIED,MEDIUM,INDIA,19,269085.42,CNRB0326053,Hydrogeologist,2084488,MASS_AFFLUENT,2026-08-27
ACC-KC6Q0S7,CUS-WZBHLU1,Krishna Sen,SALARY,ACTIVE,2025-04-20,VERIFIED,LOW,INDIA,18,240368.67,UTIB0851622,"Surveyor, quantity",804170,SALARIED,2026-08-26
ACC-KEARJ2W,CUS-LNC8N2D,Kamya Dugal,SALARY,ACTIVE,2021-02-19,VERIFIED,MEDIUM,INDIA,20,192702.93,HDFC0309700,Research scientist (medical),1291455,SALARIED,2026-08-27
ACC-KGYC4OM,CUS-3WTOOBM,Parth Deol,SALARY,ACTIVE,2025-09-14,VERIFIED,HIGH,INDIA,9,54882.20,PUNB0662262,Art gallery manager,1110891,RETAIL,2026-08-28
ACC-KO0JL6Q,CUS-KV3EOYY,David Shroff,SAVINGS,ACTIVE,2023-11-06,VERIFIED,LOW,INDIA,21,188612.09,UBIN0140932,"Therapist, music",813652,SALARIED,2026-08-24
ACC-KQO4XSD,CUS-JWS3KK8,Naveen Mital,SAVINGS,ACTIVE,2024-05-24,VERIFIED,LOW,INDIA,18,290341.43,SBIN0689810,Automotive engineer,2404866,MASS_AFFLUENT,2026-08-28
ACC-KRF7YIN,CUS-ZDOZL9E,Caleb Mody,CURRENT,ACTIVE,2022-08-09,VERIFIED,LOW,INDIA,17,489635.16,INDB0383031,Business Owner,7538898,BUSINESS,2026-08-25
ACC-KRJ1925,CUS-QH91WLB,Rachita Chaudhari,SALARY,ACTIVE,2021-05-11,VERIFIED,LOW,INDIA,20,74194.52,UTIB0563555,Financial controller,281736,STUDENT,2026-08-22
ACC-L3UHWZI,CUS-450PBSR,Balvan Wagle,SALARY,ACTIVE,2019-10-23,VERIFIED,MEDIUM,INDIA,17,347152.46,PUNB0381351,Product/process development scientist,5707358,PREMIUM,2026-08-28
ACC-L6HYC1R,CUS-9QIKQAV,Frederick Iyer,CURRENT,ACTIVE,2025-09-01,VERIFIED,LOW,INDIA,18,460513.71,SBIN0475479,Business Owner,3326269,BUSINESS,2026-08-27
ACC-L9CYMTY,CUS-GW5F2MI,Sanaya Oak,SAVINGS,ACTIVE,2023-06-11,VERIFIED,MEDIUM,INDIA,15,102017.15,CNRB0571132,"Engineer, technical sales",1131247,RETAIL,2026-08-26
ACC-LAOQTR1,CUS-YW3QN3T,Upasna Deshpande,SAVINGS,ACTIVE,2026-01-12,VERIFIED,LOW,INDIA,12,77797.46,UBIN0166938,Land,692408,SENIOR_CITIZEN,2026-08-26
ACC-LCP2277,CUS-KXXSY0V,Pavani Varty,SAVINGS,ACTIVE,2023-05-18,VERIFIED,LOW,INDIA,14,148200.00,IDFB0992931,Information systems manager,1191411,SALARIED,2026-08-26
ACC-LUJBU00,CUS-T2RJMGI,Bhavika Dalal,SAVINGS,ACTIVE,2023-02-14,VERIFIED,LOW,INDIA,18,205711.54,IDFB0599753,Financial risk analyst,986922,SALARIED,2026-08-25
ACC-M5VWIPG,CUS-SEMU52V,Harinakshi Rau,SAVINGS,ACTIVE,2024-05-28,VERIFIED,LOW,INDIA,21,304748.77,IDFB0846794,Petroleum engineer,2098225,MASS_AFFLUENT,2026-08-29
ACC-M639BCP,CUS-7TV5ZKB,Isaiah Raghavan,SAVINGS,ACTIVE,2022-02-17,VERIFIED,LOW,INDIA,13,43381.34,INDB0954441,Occupational therapist,199253,STUDENT,2026-08-29
ACC-M8PYQDR,CUS-FJBGH3H,Ati Dubey,SAVINGS,ACTIVE,2023-03-06,VERIFIED,LOW,INDIA,18,143271.85,SBIN0533843,"Engineer, manufacturing systems",1257905,SALARIED,2026-08-29
ACC-M8YXU1P,CUS-CM8SJUP,Dipta Prashad,SAVINGS,ACTIVE,2024-09-12,VERIFIED,LOW,INDIA,13,86084.53,UBIN0633320,Oncologist,519401,RETAIL,2026-08-29
ACC-MA5BXNS,CUS-127I3SH,Tarak Sarna,SALARY,ACTIVE,2020-08-01,VERIFIED,LOW,INDIA,19,163257.46,KOTAK0862693,Medical secretary,1902398,SALARIED,2026-08-29
ACC-MC67OKC,CUS-WZZM7AE,Tanish Mandal,SAVINGS,ACTIVE,2019-11-05,VERIFIED,MEDIUM,INDIA,18,227915.28,IDFB0702833,Interior and spatial designer,1079878,SALARIED,2026-08-29
ACC-MJ76CI5,CUS-FT93K2H,Widisha Viswanathan,CURRENT,ACTIVE,2023-06-01,VERIFIED,LOW,INDIA,15,234106.26,UTIB0268018,Business Owner,1684743,BUSINESS,2026-08-27
ACC-MPR9TOT,CUS-SN5U4W9,Darpan Ahluwalia,SALARY,ACTIVE,2019-09-08,VERIFIED,HIGH,INDIA,21,281340.00,INDB0182868,Primary school teacher,2821233,MASS_AFFLUENT,2026-08-27
ACC-MTU16BT,CUS-R3MGQ4Y,Shivani Chowdhury,SALARY,ACTIVE,2023-08-16,VERIFIED,LOW,INDIA,17,204553.95,BARB0621178,Research scientist (medical),2674045,MASS_AFFLUENT,2026-08-28
ACC-MU6FGK8,CUS-8AENN1G,Ishwar Badami,SAVINGS,ACTIVE,2025-04-22,VERIFIED,LOW,INDIA,15,319080.61,YESB0932794,"Production assistant, television",4782630,PREMIUM,2026-08-28
ACC-N4YTUKC,CUS-97HQ4TM,Imaran Nadig,SAVINGS,ACTIVE,2024-11-06,VERIFIED,LOW,INDIA,21,69466.14,UTIB0109363,"Designer, ceramics/pottery",285913,STUDENT,2026-08-29
ACC-NAZNT6C,CUS-35DWA3V,Udant Purohit,SALARY,ACTIVE,2026-01-21,VERIFIED,LOW,INDIA,20,469166.30,PUNB0261177,Photographer,1412520,MASS_AFFLUENT,2026-08-26
ACC-NHLLA92,CUS-9QCFH6T,Bahadurjit Kalita,SAVINGS,ACTIVE,2021-05-16,VERIFIED,LOW,INDIA,18,62454.47,INDB0614266,Chief Marketing Officer,120022,STUDENT,2026-08-28
ACC-NLC0QYP,CUS-W47LTOS,Darpan Pal,CURRENT,ACTIVE,2021-09-19,PENDING,MEDIUM,INDIA,9,233892.53,IDFB0901045,Business Owner,1742606,BUSINESS,2026-08-21
ACC-NWET6T1,CUS-8UM0ZQ6,Vidhi Nayak,CURRENT,ACTIVE,2024-02-03,PENDING,LOW,INDIA,17,315986.02,HDFC0589994,Business Owner,6343244,BUSINESS,2026-08-29
ACC-O0V3Z0G,CUS-U1UQXJ4,Oviya Tailor,SAVINGS,ACTIVE,2025-07-08,VERIFIED,HIGH,INDIA,7,38327.24,ICIC0688967,"Engineer, energy",401255,RETAIL,2026-08-28
ACC-O1SZJIV,CUS-F4D9ZQF,Champak Patil,SAVINGS,ACTIVE,2024-08-26,VERIFIED,LOW,INDIA,9,57134.03,SBIN0871403,Financial adviser,886464,SENIOR_CITIZEN,2026-08-27
ACC-O2WB0DZ,CUS-6XPYFXO,Geetika Suri,SAVINGS,ACTIVE,2024-09-29,VERIFIED,LOW,INDIA,8,72518.28,ICIC0971482,Public relations account executive,806287,SALARIED,2026-08-29
ACC-O3V94X2,CUS-97XGCK5,Yagnesh Devan,SAVINGS,ACTIVE,2024-11-30,VERIFIED,LOW,INDIA,21,198264.20,KOTAK0851606,Chartered accountant,753222,SALARIED,2026-08-29
ACC-OH9O5QV,CUS-WC9RJ6G,Gabriel Tiwari,SALARY,ACTIVE,2024-11-14,VERIFIED,LOW,INDIA,16,109698.36,ICIC0315363,"Designer, industrial/product",1163617,RETAIL,2026-08-29
ACC-OJW5BP1,CUS-827LQWV,Kashvi Dayal,SAVINGS,ACTIVE,2023-01-07,VERIFIED,LOW,INDIA,9,71745.82,KOTAK0577131,Theatre director,343096,SENIOR_CITIZEN,2026-08-25
ACC-OK8NHVI,CUS-8BBYFVW,Samesh Chandra,SAVINGS,ACTIVE,2020-04-19,VERIFIED,LOW,INDIA,19,202015.30,UTIB0940208,"Chemist, analytical",829237,SALARIED,2026-08-28
ACC-ONMRS5Y,CUS-I1NNSM0,Sudiksha Goel,SALARY,ACTIVE,2025-10-17,VERIFIED,LOW,INDIA,17,220791.08,KOTAK0110821,Actor,1445766,SALARIED,2026-08-26
ACC-P39JYM6,CUS-IER0V6R,Yashica Borah,SAVINGS,ACTIVE,2025-11-23,VERIFIED,LOW,INDIA,7,37055.21,KOTAK0495533,"Administrator, arts",455813,RETAIL,2026-08-29
ACC-PCZ2O8N,CUS-DI6SOUU,Ladli Lal,SALARY,ACTIVE,2020-04-08,VERIFIED,LOW,INDIA,14,447495.53,UTIB0811721,"Research officer, government",6963263,PREMIUM,2026-08-28
ACC-PL13YLG,CUS-ZCPKR8S,Ethan Kaur,SAVINGS,ACTIVE,2020-07-31,VERIFIED,LOW,INDIA,22,226567.02,BARB0572840,"Accountant, chartered management",660502,SALARIED,2026-08-29
